,city,location,restaurant_name,res_speed,res_service,res_flavour
404,ankara,çankaya,enjoy waffle,9.2,9.3,9.1
405,ankara,g.o.p,meriç ev yemeği & güveç & pide,9.6,9.4,9.2
406,ankara,yenimahalle,olta balık pişirme evi,9.5,9.3,9.2
407,ankara,yenimahalle,tost 312,9.3,9.3,9.1
408,ankara,hoşdere caddesi,subway,9.2,9.2,9.2
409,ankara,çankaya,garaj 55 cafe & burger,9.2,9.4,9.1
410,ankara,yıldız,özlem döner,9.1,9.1,9.1
411,ankara,sincan,komagene etsiz çiğ köfte,9.4,9.2,9.2
412,ankara,kavaklıdere,mutfak 7,9.7,9.4,9.2
413,ankara,etimesgut,as pide & kebap,9.4,9.4,9.1
414,ankara,mamak,komagene etsiz çiğ köfte,9.4,9.3,9.2
415,ankara,sincan,ziyafet çiğ köfte,9.7,9.7,9.6
416,ankara,bilkent 1,mezzaluna,9.2,9.3,9.3
417,ankara,gazi mah.,that's burger,9.7,9.5,9.3
418,ankara,mamak,bir kuzu kokoreç,9.7,9.6,9.4
419,ankara,100. yıl,kavas usta'nın yeri ulusoy kebap,9.4,9.3,9.2
420,ankara,polatlı,çorba dünyası,9.9,9.8,9.9
421,ankara,etimesgut,food. homemade burger,9.9,9.8,9.1
422,ankara,bilkent 1,lokal'71,9.3,9.4,9.3
423,ankara,gölbaşı,adıyaman çiğ köftecisi bayram usta,9.5,9.3,9.1
424,ankara,çiğdem mah.,meşhur adıyaman çiğ köftecisi ömer aybak,9.4,9.3,9.2
425,ankara,çankaya,tadıtam çiğ köfte,9.6,9.5,9.3
426,ankara,çankaya,zahter meze & ev yemekleri,10.0,10.0,10.0
427,ankara,bahçelievler,bolulu hasan usta,9.3,9.4,9.2
428,ankara,çankaya,aldo's pizza,9.4,9.4,9.1
429,ankara,etimesgut,alsancak i̇şkembecisi köfte & kokoreç,9.6,9.5,9.4
430,ankara,tunalı,pizza i̇l forno,9.2,9.2,9.1
431,ankara,keçiören,ham ham pasta & cafe,9.4,9.3,9.2
432,ankara,çankaya,balıkçı o. d. t. ü,9.4,9.2,9.1
433,ankara,aşağı ayrancı,meşhur adıyaman çiğ köftecisi ömer aybak,9.1,9.1,9.1
434,ankara,çankaya,burgerdinho,9.8,9.5,9.4
435,ankara,yıldız,taze sandwiches & salads,9.5,9.5,9.4
436,ankara,çankaya,kocatepe kahve evi,9.7,9.5,9.5
437,ankara,turan güneş bulv.,kıtırım,9.4,9.4,9.3
438,ankara,gölbaşı,halil usta pide & kebap & köfte,9.6,9.7,9.8
439,ankara,çayyolu,franco burger,9.2,9.3,9.2
440,ankara,yenimahalle,tezpişen sütlü tatlılar,9.4,9.6,9.5
441,ankara,bilkent 3,mammaliga,9.7,9.7,9.5
442,ankara,yıldız,arden şef gurme ev yemekleri,9.2,9.3,9.2
443,ankara,etimesgut,cowboy's burger,9.1,9.2,9.2
444,ankara,etimesgut,pürsu elite,10.0,10.0,9.8
445,ankara,mamak,lacivert su,9.7,9.7,9.7
446,ankara,bilkent 1,kardüzü su,9.9,9.8,9.7
447,ankara,etimesgut,bi dünya sandviç,9.3,9.2,9.1
448,ankara,çankaya,komagene etsiz çiğ köfte,9.5,9.4,9.3
449,ankara,çankaya,katre,9.5,9.6,9.4
450,ankara,sincan,efe murat pide & kebap,9.3,9.2,9.1
451,ankara,çankaya,çatı açık büfe,9.5,9.8,9.5
452,ankara,etimesgut,ca & st cajun & steak & burgerss,9.3,9.1,9.1
453,ankara,çankaya,hacı sokakta,9.1,9.3,9.6
454,ankara,keçiören,öz umut mersin tantuni,10.0,9.9,9.9
455,ankara,çankaya,osito burger,9.7,9.6,9.1
456,ankara,etimesgut,esta burger,9.6,9.5,9.4
457,ankara,kavaklıdere,guangzhou wuyang,9.2,9.2,9.1
458,ankara,çankaya,number'ger,9.1,9.1,9.1
459,ankara,yenimahalle,tostbaa cafe,9.2,9.2,9.1
460,ankara,çankaya,adalı mutfak,9.4,9.4,9.1
461,ankara,çankaya,komagene etsiz çiğ köfte,9.4,9.5,9.3
462,ankara,konutkent,ekti's chill & dine,9.5,9.4,9.3
463,ankara,etlik,komagene etsiz çiğ köfte,9.1,9.1,9.2
464,ankara,etimesgut,asma fırın kebap & lahmacun & pizza,9.3,9.4,9.1
465,ankara,çankaya,meşhur adıyaman çiğ köftecisi ömer aybak,9.3,9.2,9.1
466,ankara,mamak,komagene etsiz çiğ köfte,9.1,9.1,9.2
467,ankara,çayyolu,hamdibey karadeniz pidesi,9.3,9.3,9.1
468,ankara,turan güneş bulv.,1kaşar tost,9.4,9.4,9.3
469,ankara,yenimahalle,çilek pasta & cafe & bistro,9.2,9.3,9.1
470,ankara,keçiören,dolunay,9.3,9.3,9.2
471,ankara,aşağı ayrancı,menendi pasta & cafe & bistro,9.5,9.4,9.2
472,ankara,mamak,prof. tatlı & dondurma,9.4,9.5,9.3
473,ankara,sincan,saka su,9.3,9.4,9.4
474,ankara,keçiören,lia cafe,9.6,9.4,9.8
475,ankara,altındağ,meşhur adıyaman çiğ köftecisi ömer aybak,9.5,9.4,9.1
476,ankara,çankaya,hüdaverdi pasta & bistro,9.2,9.3,9.1
477,ankara,ümitköy,meşhur yıldızeller köftecisi,9.2,9.3,9.2
478,ankara,başkent univ.,subway,9.2,9.1,9.2
479,ankara,pursaklar,han çorba,9.7,9.4,9.7
480,ankara,seyranbağları,cajun time,9.5,9.6,9.4
481,ankara,çankaya,azzazz bir adana hikayesi,9.1,9.1,9.1
482,ankara,beşevler,korykos mersin tantuni,9.3,9.3,9.2
483,ankara,yenimahalle,meşhur adıyaman çiğ köftecisi ömer aybak,9.4,9.6,9.2
484,ankara,dikmen,meşhur adıyaman çiğ köftecisi ahmet aybak,9.6,9.6,9.5
485,ankara,batıkent,tavuk dünyası,9.3,9.3,9.2
486,ankara,akyurt,akın pide,9.5,9.6,9.5
487,ankara,cebeci,farm burger,9.3,9.3,9.3
488,ankara,çankaya,kürek pide,9.1,9.4,9.1
489,ankara,subayevleri,mavi tuna pasta & bistro,9.2,9.2,9.1
490,ankara,çankaya,meşhur fazıl usta sokak lezzetcisi,9.4,9.1,9.1
491,ankara,yukarı ayrancı,abant su,9.7,9.7,9.8
492,ankara,etimesgut,pastannecim,9.2,9.4,9.3
493,ankara,çayyolu,pizza today,9.4,9.3,9.3
494,ankara,çayyolu,casa la pizza,9.4,9.1,9.1
495,ankara,keçiören,meşhur adıyaman çiğ köftecisi samet usta,9.6,9.4,9.4
496,ankara,etimesgut,komagene etsiz çiğ köfte,9.1,9.1,9.1
497,ankara,çankaya,fuska su,9.3,9.7,9.7
498,ankara,sincan,camuzoğlu künefe,9.8,9.3,9.2
499,ankara,çankaya,gaziantep seç baklava,9.4,9.6,9.3
500,ankara,etlik,meşhur adıyaman çiğ köftecisi,9.4,9.2,9.3
501,ankara,etimesgut,gümüş doğal kaynak suyu,9.6,9.6,9.6
502,ankara,küçükesat,antakya 326 dürüm,9.5,9.5,9.3
503,ankara,mamak,janti tost,9.5,9.4,9.4
504,ankara,çankaya,bilkent york street food company,9.4,9.5,9.2
505,ankara,sincan,komagene etsiz çiğ köfte,9.1,9.2,9.1
506,ankara,çankaya,timya karadeniz pide,9.1,9.1,9.1
507,ankara,keçiören,dürümle,9.4,9.3,9.2
508,ankara,etimesgut,bolu ala mangal keyf-i,9.5,9.8,9.5
509,ankara,çankaya,bakermill burger,9.3,9.3,9.1
510,ankara,çankaya,beşevler hamsi tavacısı,9.4,9.2,9.1
511,ankara,çankaya,pınar su,9.9,9.8,9.9
512,ankara,balgat,öyküm pide & kebap & ev yemekleri,9.4,9.7,9.5
513,ankara,yenimahalle,boomerang pizza,9.6,9.4,9.2
514,ankara,çankaya,look burger,9.7,9.7,9.5
515,ankara,emek,saçmelii,9.1,9.3,9.2
516,ankara,etimesgut,komagene etsiz çiğ köfte,9.6,9.6,9.5
517,ankara,yenimahalle,abant mangal & dürüm evi,9.4,9.4,9.2
518,ankara,gölbaşı,cosmos burger,9.1,9.3,9.2
519,ankara,keçiören,kıtır,9.5,9.9,9.2
520,ankara,çankaya,kordon kuzu kelle söğüş - söğüşçü reco,9.8,9.7,9.9
521,ankara,çankaya,big baker burger & bakery,9.2,9.1,9.1
522,ankara,çankaya,meşhur pideci i̇lhan usta 1,9.5,9.5,9.5
523,ankara,yenimahalle,derin mantı,9.7,9.8,9.6
524,ankara,çankaya,zeynel muhallebicisi,9.1,9.2,9.3
525,ankara,çankaya,buzdağı su,9.5,9.7,9.7
526,ankara,kırkkonaklar,saka su,9.3,9.3,9.3
527,ankara,turan güneş bulv.,papa john's pizza,9.2,9.1,9.1
528,ankara,etimesgut,pınar su,9.8,9.8,9.8
529,ankara,etimesgut,saka su,9.3,9.4,9.6
530,ankara,çankaya,tavuk dünyası,9.2,9.5,9.4
531,ankara,sincan,komagene etsiz çiğ köfte,9.6,9.6,9.7
532,ankara,çankaya,kraz,9.5,9.6,9.3
533,ankara,çankaya,fess burger,9.5,9.3,9.2
534,ankara,yenimahalle,nazende künefe,9.8,9.8,9.8
535,ankara,batıkent,abone pide kebap,9.4,9.2,9.1
536,ankara,söğütözü,köz biber ocakbaşı,9.3,9.3,9.1
537,ankara,çankaya,oran aspava,9.1,9.1,9.1
538,ankara,tunalı,aloha burger & kitchen,9.1,9.2,9.1
539,ankara,çankaya,mash burger & fried chicken,9.6,9.4,9.2
540,ankara,çankaya,abi 63 beyzade lahmacun,9.3,9.3,9.2
541,ankara,çayyolu,tandır but,9.4,9.4,9.3
542,ankara,gölbaşı,angry waffle,9.1,9.4,9.2
543,ankara,keçiören,komagene etsiz çiğ köfte,9.3,9.3,9.3
544,ankara,altındağ,tatlı evi,9.7,9.6,9.1
545,ankara,sincan,merkez döner,10.0,10.0,10.0
546,ankara,balgat,ham - buga kasap burger,9.8,9.8,9.7
547,ankara,etimesgut,azze tantuni,9.4,9.4,9.4
548,ankara,bilkent 1,pizza i̇l forno,9.3,9.1,9.1
549,ankara,çankaya,white bear,9.4,9.2,9.1
550,ankara,çayyolu,la vita pizzeria,9.5,9.4,9.2
551,ankara,konutkent,burger & pizza cook,9.3,9.5,9.3
552,ankara,etimesgut,deli dolu kumru & ayvalık,9.1,9.2,9.1
553,ankara,mamak,saka su,9.4,9.5,9.6
554,ankara,ayvalı,beyzade pide & lahmacun,9.3,9.1,9.1
555,ankara,çayyolu,sb aspava,9.5,9.4,9.3
556,ankara,yenimahalle,i̇pek yolu döner & pide & kebap,9.4,9.2,9.2
557,ankara,çankaya,noodle pan,9.4,9.5,9.2
558,ankara,çankaya,city wok,9.3,9.5,9.3
559,ankara,çankaya,subway,9.4,9.5,9.2
560,ankara,g.o.p,macarons d'antoinette,9.3,9.7,9.5
561,ankara,sokullu,javsu,9.8,9.8,9.7
562,ankara,yenimahalle,alish burger & cajun tavuk,9.2,9.2,9.1
563,ankara,yenimahalle,tolga balık pişirme evi,9.7,9.5,9.5
564,ankara,100. yıl,aynen pilav,9.4,9.4,9.2
565,ankara,bilkent merkez kampüs,sofa,9.7,9.7,9.2
566,ankara,çankaya,antakya tost evi,9.1,9.2,9.2
567,ankara,etimesgut,saka su,9.7,9.8,9.8
568,ankara,kurtuluş,alem kafe,9.5,9.3,9.1
569,ankara,mamak,yasmin sofrası,9.3,9.2,9.2
570,ankara,batıkent,cemre pide & kebap,9.5,9.4,9.3
571,ankara,beştepe,zerdali,9.4,9.5,9.2
572,ankara,çankaya,meşhur adıyaman çiğ köftecisi ahmet aybak,9.4,9.4,9.1
573,ankara,çankaya,masabaşı kebapçısı,9.5,9.5,9.4
574,ankara,yenimahalle,asım usta metrelik pideler,9.3,9.2,9.1
575,ankara,sincan,komagene etsiz çiğ köfte,9.6,9.4,9.3
576,ankara,çankaya,acıktım,9.3,9.3,9.3
577,ankara,çankaya,burger make,9.3,9.6,9.3
578,ankara,demetevler,başak kır pidesi,9.3,9.3,9.3
579,ankara,etimesgut,pizza time,9.4,9.3,9.2
580,ankara,çankaya,arquet burger & fries,9.5,9.6,9.3
581,ankara,çankaya,mangalcı yılmaz,9.5,9.3,9.1
582,ankara,aşağı ayrancı,hayat su,10.0,9.4,10.0
583,ankara,sincan,adıyaman çiğköfte,9.4,9.3,9.5
584,ankara,etimesgut,saraylı tatlıcızadem,9.2,9.4,9.1
585,ankara,keçiören,meşhur adıyaman çiğ köftecisi ömer aybak,9.5,9.5,9.3
586,ankara,çankaya,müjgan,9.8,9.6,9.5
587,ankara,etimesgut,adanus mangal & dürüm,9.5,9.3,9.1
588,ankara,yıldız,aygır burger,9.2,9.3,9.2
589,ankara,çankaya,mama's burger,9.6,9.6,9.5
590,ankara,çankaya,tarihi adıyaman çiğ köftecisi,9.2,9.4,9.1
591,ankara,yıldız,that’s burger,9.7,9.6,9.3
592,ankara,çankaya,güllüoğlu,9.1,9.2,9.1
593,ankara,mamak,full pizza,9.1,9.2,9.1
594,ankara,seyranbağları,komagene etsiz çiğ köfte,9.1,9.4,9.2
595,ankara,batıkent,nefis közde piliç,9.2,9.1,9.2
596,ankara,çankaya,bay baget sandwich,9.3,9.1,9.1
597,ankara,etimesgut,et burger,9.4,9.3,9.2
598,ankara,yenimahalle,hangar pide & kebap,9.4,9.4,9.1
599,ankara,çankaya,meşhur adıyaman çiğ köftecisi bayram usta,9.7,9.6,9.4
600,ankara,yıldız,eylül döner,9.5,9.5,9.4
601,ankara,demetevler,hamur house,9.5,9.6,9.3
602,ankara,yukarı ayrancı,pınar su,9.5,9.9,9.9
603,ankara,çankaya,zeliha boşnak mutfağı & böreği,9.5,9.5,9.5
604,ankara,etimesgut,buzdağı su,10.0,10.0,10.0
605,ankara,tandoğan,meşhur cengiz yıldırım aspava,9.6,9.3,9.4
606,ankara,mustafa kemal mah.,etna pizzeria & restaurant,9.4,9.3,9.3
607,ankara,keçiören,ayvaz su,9.1,9.5,9.6
608,ankara,tunalı,pilavcı bekir usta,9.6,9.6,9.5
609,ankara,çayyolu,meşhur adıyaman çiğ köftecisi ömer aybak,9.1,9.2,9.1
