,city,location,restaurant_name,menu,price
13105,ankara,100. yıl,cajun corner,Tavuk Burrito,"28,00 TL"
13106,ankara,100. yıl,cajun corner,Chicken Mushroom - .,"17,50 TL"
13107,ankara,100. yıl,cajun corner,Beef Burrito,"33,00 TL"
13108,ankara,100. yıl,cajun corner,Beef Quesadilla,"34,00 TL"
13109,ankara,100. yıl,cajun corner,Tavuklu Quesadilla,"29,50 TL"
13110,ankara,100. yıl,cajun corner,Bazlamalı Tavuk,"29,00 TL"
13111,ankara,100. yıl,cajun corner,Kaşarlı Tavuk Dürüm,"28,00 TL"
13112,ankara,100. yıl,cajun corner,Ranchero Dürüm,"30,50 TL"
13113,ankara,100. yıl,cajun corner,Kaşarlı Antrikot Dürüm,"32,00 TL"
13114,ankara,100. yıl,cajun corner,Tavuklu Noodle,"24,00 TL"
13115,ankara,100. yıl,cajun corner,Dana Etli Noodle,"27,50 TL"
13116,ankara,100. yıl,cajun corner,Sebzeli Noodle,"24,00 TL"
13117,ankara,100. yıl,cajun corner,Mozaik Pasta - .,"7,50 TL"
13118,ankara,100. yıl,cajun corner,Queen V Donut,"8,50 TL"
13119,ankara,100. yıl,cajun corner,Raspberry Bliss Donut,"8,50 TL"
13120,ankara,100. yıl,cajun corner,Strawjelly Donut,"8,50 TL"
13121,ankara,100. yıl,cajun corner,Choc Almighty Donut,"7,50 TL"
13122,ankara,100. yıl,cajun corner,Milky Zebra Donut,"8,50 TL"
13123,ankara,100. yıl,cajun corner,Algida Maraş Usulü Cup Dondurma (100 ml.),"6,50 TL"
13124,ankara,100. yıl,cajun corner,Coca-Cola (33 cl.),"5,00 TL"
13125,ankara,100. yıl,cajun corner,Coca-Cola Şekersiz (33 cl.),"5,00 TL"
13126,ankara,100. yıl,cajun corner,Fanta (33 cl.),"5,00 TL"
13127,ankara,100. yıl,cajun corner,Sprite (33 cl.),"5,00 TL"
13128,ankara,100. yıl,cajun corner,Fuse Tea (33 cl.),"5,00 TL"
13129,ankara,100. yıl,cajun corner,Dr. Pepper (33 cl.),"12,50 TL"
13130,ankara,100. yıl,cajun corner,Mountain Dew (33 cl.),"6,75 TL"
13131,ankara,100. yıl,cajun corner,Red Bull (25 cl.),"9,50 TL"
13132,ankara,100. yıl,cajun corner,Ayran (30 cl.),"4,00 TL"
13133,ankara,100. yıl,cajun corner,Su,"2,50 TL"
13134,ankara,100. yıl,cajun corner,Coca-Cola (1 L.),"9,00 TL"
13135,ankara,100. yıl,cajun corner,Coca-Cola Şekersiz (1 L.),"9,00 TL"
13136,ankara,100. yıl,cajun corner,Fanta (1 L.),"9,00 TL"
13137,ankara,100. yıl,cajun corner,Sprite (1 L.),"9,00 TL"
13138,ankara,100. yıl,cajun corner,Fuse Tea (1 L.),"9,00 TL"
13139,ankara,100. yıl,cajun corner,"Coca-Cola (2,5 L.)","11,00 TL"
13140,ankara,100. yıl,cajun corner,"Fanta (2,5 L.)","11,00 TL"
13141,ankara,100. yıl,cajun corner,"Sprite (2,5 L.)","11,00 TL"
13142,ankara,100. yıl,cajun corner,Soslar,"1,00 TL"
13143,ankara,100. yıl,cajun corner,Mayonez,"1,00 TL"
13144,ankara,100. yıl,cajun corner,Garlic Sos,"1,00 TL"
13145,ankara,100. yıl,cajun corner,Barbekü Sos,"1,00 TL"
13146,ankara,100. yıl,cajun corner,Acı Sos,"1,00 TL"
13147,ankara,100. yıl,cajun corner,Poşet,"0,25 TL"
13148,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Kumpir + Kutu İçecek ,"33,00 TL"
13149,ankara,çankaya,hüdaverdi pasta & bistro,Seçeceğiniz Dilim Pasta + Kutu İçecek ,"26,50 TL"
13150,ankara,çankaya,hüdaverdi pasta & bistro,Special Kahvaltı Tabağı,"40,00 TL"
13151,ankara,çankaya,hüdaverdi pasta & bistro,Sıcak Kahvaltı Tabağı,"40,00 TL"
13152,ankara,çankaya,hüdaverdi pasta & bistro,Mini Kahvaltı Tabağı,"27,50 TL"
13153,ankara,çankaya,hüdaverdi pasta & bistro,Serpme Kahvaltı Tabağı (2 Kişilik),"90,00 TL"
13154,ankara,çankaya,hüdaverdi pasta & bistro,Sade Poğaça - .,"3,00 TL"
13155,ankara,çankaya,hüdaverdi pasta & bistro,Ankara Simidi - .,"3,00 TL"
13156,ankara,çankaya,hüdaverdi pasta & bistro,Tereyağlı Simit,"5,00 TL"
13157,ankara,çankaya,hüdaverdi pasta & bistro,Peynirli Poğaça - .,"3,00 TL"
13158,ankara,çankaya,hüdaverdi pasta & bistro,Zeytinli Poğaça - .,"3,00 TL"
13159,ankara,çankaya,hüdaverdi pasta & bistro,Kaşarlı Poğaça - .,"3,00 TL"
13160,ankara,çankaya,hüdaverdi pasta & bistro,Kıymalı Poğaça - .,"3,00 TL"
13161,ankara,çankaya,hüdaverdi pasta & bistro,Sade Açma - .,"4,00 TL"
13162,ankara,çankaya,hüdaverdi pasta & bistro,Kıymalı Açma - .,"4,00 TL"
13163,ankara,çankaya,hüdaverdi pasta & bistro,Peynirli Açma - .,"4,00 TL"
13164,ankara,çankaya,hüdaverdi pasta & bistro,Patatesli Açma - .,"4,00 TL"
13165,ankara,çankaya,hüdaverdi pasta & bistro,Kaşarlı Açma - .,"4,00 TL"
13166,ankara,çankaya,hüdaverdi pasta & bistro,Çikolatalı Açma - .,"4,00 TL"
13167,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Omlet,"27,50 TL"
13168,ankara,çankaya,hüdaverdi pasta & bistro,Mantarlı Omlet,"23,50 TL"
13169,ankara,çankaya,hüdaverdi pasta & bistro,Beyaz Peynirli Domatesli Omlet,"23,50 TL"
13170,ankara,çankaya,hüdaverdi pasta & bistro,Menemen,"22,50 TL"
13171,ankara,çankaya,hüdaverdi pasta & bistro,Kavurmalı Yumurta,"30,00 TL"
13172,ankara,çankaya,hüdaverdi pasta & bistro,Kıymalı Yumurta,"27,50 TL"
13173,ankara,çankaya,hüdaverdi pasta & bistro,Sahanda Sade Yumurta,"17,50 TL"
13174,ankara,çankaya,hüdaverdi pasta & bistro,Sahanda Sucuklu Yumurta,"27,50 TL"
13175,ankara,çankaya,hüdaverdi pasta & bistro,Sahanda Kaşarlı Yumurta,"22,50 TL"
13176,ankara,çankaya,hüdaverdi pasta & bistro,Peynirli Su Böreği,"17,50 TL"
13177,ankara,çankaya,hüdaverdi pasta & bistro,Peynirli Karaköy Böreği,"17,50 TL"
13178,ankara,çankaya,hüdaverdi pasta & bistro,Kıymalı Karaköy Böreği,"20,00 TL"
13179,ankara,çankaya,hüdaverdi pasta & bistro,Ispanaklı Ev Böreği,"17,50 TL"
13180,ankara,çankaya,hüdaverdi pasta & bistro,Kıymalı Ev Böreği - .,"20,00 TL"
13181,ankara,çankaya,hüdaverdi pasta & bistro,Patatesli Ev Böreği,"17,50 TL"
13182,ankara,çankaya,hüdaverdi pasta & bistro,Peynirli Ev Böreği,"17,50 TL"
13183,ankara,çankaya,hüdaverdi pasta & bistro,Sigara Böreği,"17,50 TL"
13184,ankara,çankaya,hüdaverdi pasta & bistro,Çorbalar,"15,00 TL"
13185,ankara,çankaya,hüdaverdi pasta & bistro,Bazlama Ekmeğine Kavurmalı Tost,"29,00 TL"
13186,ankara,çankaya,hüdaverdi pasta & bistro,Bazlama Ekmeğine Karışık Tost,"27,50 TL"
13187,ankara,çankaya,hüdaverdi pasta & bistro,Ayvalık Tost,"26,50 TL"
13188,ankara,çankaya,hüdaverdi pasta & bistro,Sucuklu Tost,"21,50 TL"
13189,ankara,çankaya,hüdaverdi pasta & bistro,Kaşarlı Tost,"18,00 TL"
13190,ankara,çankaya,hüdaverdi pasta & bistro,Beyaz Peynirli Tost,"18,00 TL"
13191,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Tost,"24,00 TL"
13192,ankara,çankaya,hüdaverdi pasta & bistro,Beyaz Peynirli Gözleme,"21,00 TL"
13193,ankara,çankaya,hüdaverdi pasta & bistro,Kıymalı Gözleme,"24,00 TL"
13194,ankara,çankaya,hüdaverdi pasta & bistro,Kaşarlı Gözleme,"21,00 TL"
13195,ankara,çankaya,hüdaverdi pasta & bistro,Patatesli Gözleme,"21,00 TL"
13196,ankara,çankaya,hüdaverdi pasta & bistro,Ispanaklı Gözleme,"21,00 TL"
13197,ankara,çankaya,hüdaverdi pasta & bistro,Beyaz Peynirli Sandviç,"22,50 TL"
13198,ankara,çankaya,hüdaverdi pasta & bistro,Kaşarlı Sandviç,"11,50 TL"
13199,ankara,çankaya,hüdaverdi pasta & bistro,Kaşar Peynirli Sandviç,"22,00 TL"
13200,ankara,çankaya,hüdaverdi pasta & bistro,Ton Balıklı Sandviç,"27,50 TL"
13201,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Sandviç,"26,50 TL"
13202,ankara,çankaya,hüdaverdi pasta & bistro,Tavuklu Sandviç,"29,00 TL"
13203,ankara,çankaya,hüdaverdi pasta & bistro,Sosisli Sandviç,"22,00 TL"
13204,ankara,çankaya,hüdaverdi pasta & bistro,Beef Steak Sandviç,"37,50 TL"
13205,ankara,çankaya,hüdaverdi pasta & bistro,Çıtır Tavuk Sandviç,"29,00 TL"
13206,ankara,çankaya,hüdaverdi pasta & bistro,Izgara Tavuk Sandviç,"29,00 TL"
13207,ankara,çankaya,hüdaverdi pasta & bistro,Köfteli Sandviç,"33,00 TL"
13208,ankara,çankaya,hüdaverdi pasta & bistro,Mantar Soslu Dana Bonfile,"60,00 TL"
13209,ankara,çankaya,hüdaverdi pasta & bistro,Et Kavurma,"60,00 TL"
13210,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Izgara,"60,00 TL"
13211,ankara,çankaya,hüdaverdi pasta & bistro,Dana Külbastı,"60,00 TL"
13212,ankara,çankaya,hüdaverdi pasta & bistro,Meşede Steak,"60,00 TL"
13213,ankara,çankaya,hüdaverdi pasta & bistro,Hüdaverdi Karışık Izgara,"60,00 TL"
13214,ankara,çankaya,hüdaverdi pasta & bistro,Etli Çökertme,"60,00 TL"
13215,ankara,çankaya,hüdaverdi pasta & bistro,Yoğurtlu Köfte,"39,00 TL"
13216,ankara,çankaya,hüdaverdi pasta & bistro,Izgara Köfte,"37,50 TL"
13217,ankara,çankaya,hüdaverdi pasta & bistro,Tavuk Külbastı,"40,00 TL"
13218,ankara,çankaya,hüdaverdi pasta & bistro,Tavuk Pirzola,"40,00 TL"
13219,ankara,çankaya,hüdaverdi pasta & bistro,Tavuk Schnitzel,"39,00 TL"
13220,ankara,çankaya,hüdaverdi pasta & bistro,Acılı Meksika Tavuk,"42,50 TL"
13221,ankara,çankaya,hüdaverdi pasta & bistro,Meşede Izgara Tavuk,"40,00 TL"
13222,ankara,çankaya,hüdaverdi pasta & bistro,Mantar Soslu Tavuk Bonfile,"40,00 TL"
13223,ankara,çankaya,hüdaverdi pasta & bistro,Köri Soslu Tavuk,"39,00 TL"
13224,ankara,çankaya,hüdaverdi pasta & bistro,Acılı Kavurmalı Pizza (Orta),"39,00 TL"
13225,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Pizza (Orta),"33,00 TL"
13226,ankara,çankaya,hüdaverdi pasta & bistro,Mantarlı Pizza (Orta),"30,00 TL"
13227,ankara,çankaya,hüdaverdi pasta & bistro,Margherita Pizza (Orta),"30,00 TL"
13228,ankara,çankaya,hüdaverdi pasta & bistro,Sosisli Pizza (Orta),"30,00 TL"
13229,ankara,çankaya,hüdaverdi pasta & bistro,Sucuklu Pizza (Orta),"32,00 TL"
13230,ankara,çankaya,hüdaverdi pasta & bistro,Tavuklu Pizza (Orta),"32,00 TL"
13231,ankara,çankaya,hüdaverdi pasta & bistro,Ton Balıklı Pizza (Orta),"33,00 TL"
13232,ankara,çankaya,hüdaverdi pasta & bistro,Meksika Usulü Quesadilla,"32,00 TL"
13233,ankara,çankaya,hüdaverdi pasta & bistro,Hamburger,"29,00 TL"
13234,ankara,çankaya,hüdaverdi pasta & bistro,Cheeseburger,"30,00 TL"
13235,ankara,çankaya,hüdaverdi pasta & bistro,Çıtır Tavuk Burger,"24,00 TL"
13236,ankara,çankaya,hüdaverdi pasta & bistro,Double Burger,"33,00 TL"
13237,ankara,çankaya,hüdaverdi pasta & bistro,Hüdaverdi Special Burger,"33,00 TL"
13238,ankara,çankaya,hüdaverdi pasta & bistro,Tortellini,"39,00 TL"
13239,ankara,çankaya,hüdaverdi pasta & bistro,Penne Pesto,"29,00 TL"
13240,ankara,çankaya,hüdaverdi pasta & bistro,Fettuccine Alfredo,"29,00 TL"
13241,ankara,çankaya,hüdaverdi pasta & bistro,Penne Arrabbiata,"29,00 TL"
13242,ankara,çankaya,hüdaverdi pasta & bistro,Spaghetti Bolognese,"29,00 TL"
13243,ankara,çankaya,hüdaverdi pasta & bistro,Ev Mantısı,"27,50 TL"
13244,ankara,çankaya,hüdaverdi pasta & bistro,Sebzeli Krep,"27,50 TL"
13245,ankara,çankaya,hüdaverdi pasta & bistro,Biftekli Krep,"37,50 TL"
13246,ankara,çankaya,hüdaverdi pasta & bistro,Tavuklu Mantarlı Krep,"31,00 TL"
13247,ankara,çankaya,hüdaverdi pasta & bistro,Etli Dürüm,"37,50 TL"
13248,ankara,çankaya,hüdaverdi pasta & bistro,Tavuklu Dürüm,"29,00 TL"
13249,ankara,çankaya,hüdaverdi pasta & bistro,Köfte Dürüm,"33,00 TL"
13250,ankara,çankaya,hüdaverdi pasta & bistro,Etli Fajita,"60,00 TL"
13251,ankara,çankaya,hüdaverdi pasta & bistro,Köfteli Fajita,"49,00 TL"
13252,ankara,çankaya,hüdaverdi pasta & bistro,Tavuklu Fajita,"40,00 TL"
13253,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Fajita,"60,00 TL"
13254,ankara,çankaya,hüdaverdi pasta & bistro,Çıtır Tavuklu Karışık Kumpir,"30,00 TL"
13255,ankara,çankaya,hüdaverdi pasta & bistro,Sade Kumpir,"22,50 TL"
13256,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Kumpir,"29,00 TL"
13257,ankara,çankaya,hüdaverdi pasta & bistro,Süper Karışık Kumpir,"33,00 TL"
13258,ankara,çankaya,hüdaverdi pasta & bistro,Chicken Fingers,"22,50 TL"
13259,ankara,çankaya,hüdaverdi pasta & bistro,Karışık Sıcak Tabağı,"29,00 TL"
13260,ankara,çankaya,hüdaverdi pasta & bistro,Sosis Tava,"20,00 TL"
13261,ankara,çankaya,hüdaverdi pasta & bistro,Elma Dilim Patates Kızartması,"17,50 TL"
13262,ankara,çankaya,hüdaverdi pasta & bistro,Patates Kızartması,"17,50 TL"
13263,ankara,çankaya,hüdaverdi pasta & bistro,3 Peynirli Salata,"29,00 TL"
13264,ankara,çankaya,hüdaverdi pasta & bistro,Ton Balıklı Salata,"29,00 TL"
13265,ankara,çankaya,hüdaverdi pasta & bistro,Izgara Biftek Salata,"33,00 TL"
13266,ankara,çankaya,hüdaverdi pasta & bistro,Bademli Tavuklu Salata,"33,00 TL"
13267,ankara,çankaya,hüdaverdi pasta & bistro,Tavuklu Salata,"28,00 TL"
13268,ankara,çankaya,hüdaverdi pasta & bistro,Sezar Salata,"28,00 TL"
13269,ankara,çankaya,hüdaverdi pasta & bistro,Izgara Hellim Salata,"29,00 TL"
13270,ankara,çankaya,hüdaverdi pasta & bistro,Tatlı & Tuzlu Kuru Pasta (1 kg.),"55,00 TL"
13271,ankara,çankaya,hüdaverdi pasta & bistro,Spesiyal Tatlı Kuru Pasta (1 kg.),"70,00 TL"
13272,ankara,çankaya,hüdaverdi pasta & bistro,İzmir Bomba,"7,00 TL"
13273,ankara,çankaya,hüdaverdi pasta & bistro,Makaron (5 Adet),"17,50 TL"
13274,ankara,çankaya,hüdaverdi pasta & bistro,Makaron (10 Adet),"27,50 TL"
13275,ankara,çankaya,hüdaverdi pasta & bistro,Kutulu Makaron (10 Adet),"35,00 TL"
13276,ankara,çankaya,hüdaverdi pasta & bistro,İzmir Bombası (4 Adet),"25,00 TL"
13277,ankara,çankaya,hüdaverdi pasta & bistro,Dilim Pastalar,"22,50 TL"
13278,ankara,çankaya,hüdaverdi pasta & bistro,Limonlu Cheesecake,"22,50 TL"
13279,ankara,çankaya,hüdaverdi pasta & bistro,Frambuazlı Pasta,"22,50 TL"
13280,ankara,çankaya,hüdaverdi pasta & bistro,Meyveli Pasta,"22,50 TL"
13281,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Pasta,"22,50 TL"
13282,ankara,çankaya,hüdaverdi pasta & bistro,Muzlu Pasta,"22,50 TL"
13283,ankara,çankaya,hüdaverdi pasta & bistro,Çikolatalı Pasta,"22,50 TL"
13284,ankara,çankaya,hüdaverdi pasta & bistro,Çilekli Şeffaf Pasta,"22,50 TL"
13285,ankara,çankaya,hüdaverdi pasta & bistro,Ibiza Pasta,"22,50 TL"
13286,ankara,çankaya,hüdaverdi pasta & bistro,Mozaik Kek,"22,50 TL"
13287,ankara,çankaya,hüdaverdi pasta & bistro,Piramit Pasta,"17,50 TL"
13288,ankara,çankaya,hüdaverdi pasta & bistro,Pastalar (4 - 6 Kişilik),"75,00 TL"
13289,ankara,çankaya,hüdaverdi pasta & bistro,Frambuazlı Pasta (4 - 6 Kişilik),"75,00 TL"
13290,ankara,çankaya,hüdaverdi pasta & bistro,Fıstık Drajeli Pasta (4 - 6 Kişilik),"75,00 TL"
13291,ankara,çankaya,hüdaverdi pasta & bistro,Vişneli Pasta (4 - 6 Kişilik),"75,00 TL"
13292,ankara,çankaya,hüdaverdi pasta & bistro,Damla Çikolatalı Pasta (4 - 6 Kişilik),"75,00 TL"
13293,ankara,çankaya,hüdaverdi pasta & bistro,Orman Meyveli Pasta (4 - 6 Kişilik),"75,00 TL"
13294,ankara,çankaya,hüdaverdi pasta & bistro,Bal Bademli Pasta (4 - 6 Kişilik),"75,00 TL"
13295,ankara,çankaya,hüdaverdi pasta & bistro,Limonlu Pasta (4 - 6 Kişilik),"75,00 TL"
13296,ankara,çankaya,hüdaverdi pasta & bistro,Çilekli Pasta (4 - 6 Kişilik),"75,00 TL"
13297,ankara,çankaya,hüdaverdi pasta & bistro,Çikolatalı Muzlu Pasta (4 - 6 Kişilik),"75,00 TL"
13298,ankara,çankaya,hüdaverdi pasta & bistro,Muzlu Pasta (4-6 Kişilik),"75,00 TL"
13299,ankara,çankaya,hüdaverdi pasta & bistro,Oreolu & Çilekli Pasta (4-6 Kişilik),"75,00 TL"
13300,ankara,çankaya,hüdaverdi pasta & bistro,Pastalar (6 - 8 Kişilik),"90,00 TL"
13301,ankara,çankaya,hüdaverdi pasta & bistro,Frambuazlı Pasta (6 - 8 Kişilik),"90,00 TL"
13302,ankara,çankaya,hüdaverdi pasta & bistro,Fıstık Drajeli Pasta (6 - 8 Kişilik),"90,00 TL"
13303,ankara,çankaya,hüdaverdi pasta & bistro,Vişneli Pasta (6 - 8 Kişilik),"90,00 TL"
13304,ankara,çankaya,hüdaverdi pasta & bistro,Damla Çikolatalı Pasta (6 - 8 Kişilik),"90,00 TL"
13305,ankara,çankaya,hüdaverdi pasta & bistro,Orman Meyveli Pasta (6 - 8 Kişilik),"90,00 TL"
13306,ankara,çankaya,hüdaverdi pasta & bistro,Bal Bademli Pasta (6 - 8 Kişilik),"90,00 TL"
13307,ankara,çankaya,hüdaverdi pasta & bistro,Limonlu Pasta (6 - 8 Kişilik),"90,00 TL"
13308,ankara,çankaya,hüdaverdi pasta & bistro,Çilekli Pasta (6 - 8 Kişilik),"90,00 TL"
13309,ankara,çankaya,hüdaverdi pasta & bistro,Çikolatalı Muzlu Pasta (6 - 8 Kişilik),"90,00 TL"
13310,ankara,çankaya,hüdaverdi pasta & bistro,Muzlu Pasta (6-8 Kişilik),"90,00 TL"
13311,ankara,çankaya,hüdaverdi pasta & bistro,Oreolu & Çilekli Pasta (6 - 8 Kişilik),"85,00 TL"
13312,ankara,çankaya,hüdaverdi pasta & bistro,Pastalar (8 - 10 Kişilik),"130,00 TL"
13313,ankara,çankaya,hüdaverdi pasta & bistro,Frambuazlı Pasta (8 - 10 Kişilik),"130,00 TL"
13314,ankara,çankaya,hüdaverdi pasta & bistro,Fıstık Drajeli Pasta (8 - 10 Kişilik),"130,00 TL"
13315,ankara,çankaya,hüdaverdi pasta & bistro,Vişneli Pasta (8 - 10 Kişilik),"130,00 TL"
13316,ankara,çankaya,hüdaverdi pasta & bistro,Damla Çikolatalı Pasta (8 - 10 Kişilik),"130,00 TL"
13317,ankara,çankaya,hüdaverdi pasta & bistro,Orman Meyveli Pasta (8 - 10 Kişilik),"130,00 TL"
13318,ankara,çankaya,hüdaverdi pasta & bistro,Bal Bademli Pasta (8 - 10 Kişilik),"130,00 TL"
13319,ankara,çankaya,hüdaverdi pasta & bistro,Limonlu Pasta (8 - 10 Kişilik),"130,00 TL"
13320,ankara,çankaya,hüdaverdi pasta & bistro,Çilekli Pasta (8 - 10 Kişilik),"130,00 TL"
13321,ankara,çankaya,hüdaverdi pasta & bistro,Çikolatalı Muzlu Pasta (8 - 10 Kişilik),"130,00 TL"
13322,ankara,çankaya,hüdaverdi pasta & bistro,Sufle,"22,50 TL"
13323,ankara,çankaya,hüdaverdi pasta & bistro,Ekler (500 gr.) - .,"40,00 TL"
13324,ankara,çankaya,hüdaverdi pasta & bistro,Ekler (1 kg.),"80,00 TL"
13325,ankara,çankaya,hüdaverdi pasta & bistro,Meyveli Ekler,"22,50 TL"
13326,ankara,çankaya,hüdaverdi pasta & bistro,İbiza Pasta,"22,50 TL"
13327,ankara,çankaya,hüdaverdi pasta & bistro,Lançop,"22,50 TL"
13328,ankara,çankaya,hüdaverdi pasta & bistro,Supangle,"22,50 TL"
13329,ankara,çankaya,hüdaverdi pasta & bistro,Profiterol,"22,50 TL"
13330,ankara,çankaya,hüdaverdi pasta & bistro,Çilekli Mag,"22,50 TL"
13331,ankara,çankaya,hüdaverdi pasta & bistro,Oreolu Mag,"22,50 TL"
13332,ankara,çankaya,hüdaverdi pasta & bistro,Çikolata Drajeli Mag,"22,50 TL"
13333,ankara,çankaya,hüdaverdi pasta & bistro,Malaga,"22,50 TL"
13334,ankara,çankaya,hüdaverdi pasta & bistro,Ekler (Büyük),"17,50 TL"
13335,ankara,çankaya,hüdaverdi pasta & bistro,Çikolatalı Ankara Sarma,"22,50 TL"
13336,ankara,çankaya,hüdaverdi pasta & bistro,Sade Ankara Sarma,"22,50 TL"
13337,ankara,çankaya,hüdaverdi pasta & bistro,Çikolatalı Sufle,"22,50 TL"
13338,ankara,çankaya,hüdaverdi pasta & bistro,Mozaik Pasta,"22,50 TL"
13339,ankara,çankaya,hüdaverdi pasta & bistro,Waffle,"25,00 TL"
13340,ankara,çankaya,hüdaverdi pasta & bistro,Sütlaç,"17,50 TL"
13341,ankara,çankaya,hüdaverdi pasta & bistro,Tavukgöğsü,"17,50 TL"
13342,ankara,çankaya,hüdaverdi pasta & bistro,Kazandibi,"17,50 TL"
13343,ankara,çankaya,hüdaverdi pasta & bistro,Keşkül,"17,50 TL"
13344,ankara,çankaya,hüdaverdi pasta & bistro,Karamelli Trileçe,"17,50 TL"
13345,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Sarma,"30,00 TL"
13346,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Baklava,"25,00 TL"
13347,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Özel Baklava,"30,00 TL"
13348,ankara,çankaya,hüdaverdi pasta & bistro,Şekerpare,"16,00 TL"
13349,ankara,çankaya,hüdaverdi pasta & bistro,Cevizli Ev Baklavası,"19,00 TL"
13350,ankara,çankaya,hüdaverdi pasta & bistro,Cevizli Baklava,"19,00 TL"
13351,ankara,çankaya,hüdaverdi pasta & bistro,Şöbiyet,"25,00 TL"
13352,ankara,çankaya,hüdaverdi pasta & bistro,Sütlü Nuriye,"23,00 TL"
13353,ankara,çankaya,hüdaverdi pasta & bistro,Bitter Çikolatalı Sütlü Nuriye,"23,00 TL"
13354,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Kuru Baklava (4 Dilim),"30,00 TL"
13355,ankara,çankaya,hüdaverdi pasta & bistro,Sütlü Bitter Soğuk Baklava,"23,00 TL"
13356,ankara,çankaya,hüdaverdi pasta & bistro,Coca-Cola (33 cl.),"8,00 TL"
13357,ankara,çankaya,hüdaverdi pasta & bistro,Coca-Cola Light (33 cl.),"8,00 TL"
13358,ankara,çankaya,hüdaverdi pasta & bistro,Coca-Cola Şekersiz (33 cl.),"8,00 TL"
13359,ankara,çankaya,hüdaverdi pasta & bistro,Fanta (33 cl.),"8,00 TL"
13360,ankara,çankaya,hüdaverdi pasta & bistro,Sprite (33 cl.),"8,00 TL"
13361,ankara,çankaya,hüdaverdi pasta & bistro,Churchill (25 cl.),"8,00 TL"
13362,ankara,çankaya,hüdaverdi pasta & bistro,Cappy (33 cl.),"8,00 TL"
13363,ankara,çankaya,hüdaverdi pasta & bistro,Fuse Tea (33 cl.),"8,00 TL"
13364,ankara,çankaya,hüdaverdi pasta & bistro,Ayran (27 cl.),"5,00 TL"
13365,ankara,çankaya,hüdaverdi pasta & bistro,Meyveli Soda (20 cl.),"6,00 TL"
13366,ankara,çankaya,hüdaverdi pasta & bistro,Soda (20 cl.),"5,00 TL"
13367,ankara,çankaya,hüdaverdi pasta & bistro,Su (33 cl.),"3,00 TL"
13368,ankara,çankaya,hüdaverdi pasta & bistro,Vitamin Bar,"12,00 TL"
13369,ankara,çankaya,hüdaverdi pasta & bistro,Çilekli Limonata,"14,00 TL"
13370,ankara,çankaya,hüdaverdi pasta & bistro,Naneli Limonata,"14,00 TL"
13371,ankara,çankaya,hüdaverdi pasta & bistro,Taze Sıkma Portakal Suyu,"15,00 TL"
13372,ankara,çankaya,hüdaverdi pasta & bistro,Sütlü Nuriye (500 gr.),"45,00 TL"
13373,ankara,çankaya,hüdaverdi pasta & bistro,Bitter Çikolatalı Sütlü Nuriye (1 kg.),"85,00 TL"
13374,ankara,çankaya,hüdaverdi pasta & bistro,Bitter Çikolatalı Sütlü Nuriye (500 gr.),"45,00 TL"
13375,ankara,çankaya,hüdaverdi pasta & bistro,Kalburabastı (1 kg.),"45,00 TL"
13376,ankara,çankaya,hüdaverdi pasta & bistro,Meyveli Ekler (1 kg.),"75,00 TL"
13377,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Kaymaklı Şöbiyet (1 kg.),"95,00 TL"
13378,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Kuru Baklava (500 gr.),"55,00 TL"
13379,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Kuru Baklava (1 kg.),"105,00 TL"
13380,ankara,çankaya,hüdaverdi pasta & bistro,Sütlü Bitter Soğuk Baklava (1 kg.),"85,00 TL"
13381,ankara,çankaya,hüdaverdi pasta & bistro,Sütlü Bitter Soğuk Baklava (500 gr.),"45,00 TL"
13382,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Baklava (1 kg.),"95,00 TL"
13383,ankara,çankaya,hüdaverdi pasta & bistro,Cevizli Baklava (1 kg.),"80,00 TL"
13384,ankara,çankaya,hüdaverdi pasta & bistro,Tulumba (1 kg.),"45,00 TL"
13385,ankara,çankaya,hüdaverdi pasta & bistro,Şekerpare (1 kg.),"45,00 TL"
13386,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Kadayıf (1 kg.),"95,00 TL"
13387,ankara,çankaya,hüdaverdi pasta & bistro,Sütlü Nuriye (1 kg.),"80,00 TL"
13388,ankara,çankaya,hüdaverdi pasta & bistro,Cevizli Ev Baklavası (1 kg.),"85,00 TL"
13389,ankara,çankaya,hüdaverdi pasta & bistro,Fıstıklı Sarma (1 kg.),"150,00 TL"
